Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762902,2,South Charilam II Madhya Para,?????? ?????? II
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762903,3,South Charilam III Krishna Sangha,?????? ?????? III
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762904,4,South Charilam IV Chandinapara,?????? ?????? IV
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762905,5,South Charilam V Cheomohani Para of Matharmura,?????? ?????? V
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762906,6,South Charilam VI West Part of Karaimura,?????? ?????? VI
104230,South Charilam,Village Panchayat,Sepahijala,Charilam,762907,7,South Charilam VII East Part of Karaimura,?????? ?????? VII
104326,Baspukur,Village Panchayat,Sepahijala,Kathalia,117754,1,Bashpukur I Netaji Colony of Part of Bashpukur West Para,???????? I
104326,Baspukur,Village Panchayat,Sepahijala,Kathalia,763683,2,Bashpukur II Part of Bashpukur Middle Para and West Part of Bashpukur East Para,???????? II
104326,Baspukur,Village Panchayat,Sepahijala,Kathalia,763684,3,Bashpukur III North Part of Bashpukur East Para,???????? III
104326,Baspukur,Village Panchayat,Sepahijala,Kathalia,763685,4,Bashpukur IV Bataiarcha of Middle Part of Bashpukur East Para,???????? IV
104326,Baspukur,Village Panchayat,Sepahijala,Kathalia,763686,5,Bashpukur V East Part of Maharam Alis Para of Bashpukur East Para,???????? V
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,94079,1,Bejimara I Barnayan,???????? I
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,763792,2,Bejimara II 5 No. Tilla of Barnarayan Tilla and Fatik Sagar,???????? II
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,763793,3,Bejimara III Ganiamara Para,???????? III
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,763794,4,Bejimara IV Bejimara Madhya Para,???????? IV
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,763795,5,Bejimara V Bejimara SC Colony Para and Kathaliamura,???????? V
104366,Bejimara,Village Panchayat,Sepahijala,Kathalia,767319,6,Bejimara VI Bejimara South Para,???????? VI
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,112483,1,Bhabanipur I West Bhabanipur West Para and West Bhabanipur East Para,???????? I
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,763894,2,Bhabanipur II Durlovpur West Para Durlovpur Madhya Para Durlovpur South Para and Durlovpur East Para,???????? II
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,763895,3,Bhabanipur III Manuartilla School Tilla Bairagitilla and Pahari Tilla,???????? III
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,763896,4,Bhabanipur IV East and West Para of Laltilla,???????? IV
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,763897,5,Bhabanipur V Bhabanipur West Para and Bhabanipur East Para,???????? V
104327,Bhabanipur,Village Panchayat,Sepahijala,Kathalia,763898,6,Bhabanipur VI Colony Tilla and Madhya Para,???????? VI
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,92276,1,Dhanpur I Baidhayanath Para West Part of Lalchara Sankhamura and East Dhanpur,????? I
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,763996,2,Dhanpur II Taijyamura South Para and Baganbari,????? II
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,763997,3,Dhanpur III Taijyamura North Para and South Part of Dhanpur West,????? III
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,763998,4,Dhanpur IV Bagan Bari of Dhanpur South Para,????? IV
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,763999,5,Dhanpur V Dhanpur North Para,????? V
104330,Dhanpur,Village Panchayat,Sepahijala,Kathalia,764000,6,Dhanpur VI Madhya Santinagar Majidarbari and North Part of Dhanpur West,????? VI
261282,Jatrapur,Village Panchayat,Sepahijala,Kathalia,764142,1,Jatrapur I Ninderpar and North Part of Bashpukur West Para,????????? I
261282,Jatrapur,Village Panchayat,Sepahijala,Kathalia,764143,2,Jatrapur II East Part of Salpukur Part of Bashpukur Middle Para and South Part of Bashpukur West Para,????????? II
261282,Jatrapur,Village Panchayat,Sepahijala,Kathalia,764144,3,Jatrapur III East Part of Jatrapur Para of Birampur Old Village,????????? III
261282,Jatrapur,Village Panchayat,Sepahijala,Kathalia,764145,4,Jatrapur IV West Part of Jatrapur Para of Birampur Old Village,????????? IV
261282,Jatrapur,Village Panchayat,Sepahijala,Kathalia,764146,5,Jatrapur V Haicharbari and West Para of Salpukur,????????? V
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764201,1,Kalapania I North Part of Shalket,?????????? I
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764202,2,Kalapania II North Kalapania Bariar Dhon of Paik Para,?????????? II
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764203,3,Kalapania III Kalapania South of Najjar Khet,?????????? III
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764204,4,Kalapania IV South Part of Shalket,?????????? IV
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764205,5,Kalapania V South Part of Balerdhapa,?????????? V
261284,Kalapania,Village Panchayat,Sepahijala,Kathalia,764206,6,Kalapania VI North Part of Balerdhapa,?????????? VI
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,88718,1,Kalikrishnanagar I Sadatilla and North Para,???????????? I
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,764273,2,Kalikrishnanagar II Landless Colony of K. K. Nagar,???????????? II
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,764274,3,Kalikrishnanagar III Rajendratilla,???????????? III
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,764275,4,Kalikrishnanagar IV Himmatpur and South Himmatpur,???????????? IV
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,764276,5,Kalikrishnanagar V South Para,???????????? V
104331,Kalikrishna Nagar,Village Panchayat,Sepahijala,Kathalia,764277,6,Kalikrishnanagar VI Boarder Para of Simanta Para,???????????? VI
104332,Kathalia,Village Panchayat,Sepahijala,Kathalia,88920,1,Kathalia I Khadyakhola North Para of Khadyakhola,????????? I
104332,Kathalia,Village Panchayat,Sepahijala,Kathalia,764347,2,Kathalia II East Bank of Kakri River of Saltali Colony,????????? II
104332,Kathalia,Village Panchayat,Sepahijala,Kathalia,764348,3,Kathalia III East Part of Kathalia Madhya Para and Kamai Para Bhatta Para of East Part of Kathalia,????????? III
104332,Kathalia,Village Panchayat,Sepahijala,Kathalia,764349,4,Kathalia IV Kathalia School Para and West Part of Kathalia,????????? IV
104332,Kathalia,Village Panchayat,Sepahijala,Kathalia,764350,5,Kathalia V West Part of Kathalia Madhya Para,????????? V
104333,Monarchak,Village Panchayat,Sepahijala,Kathalia,103000,1,Monarchak I Tarapukur,?????? I
104333,Monarchak,Village Panchayat,Sepahijala,Kathalia,764395,2,Monarchak II West Side of Shantinagar and South Part of East Side of Shantinagar,?????? II
104333,Monarchak,Village Panchayat,Sepahijala,Kathalia,764396,3,Monarchak III North Part of East Side of Shantinagar,?????? III
104333,Monarchak,Village Panchayat,Sepahijala,Kathalia,764397,4,Monarchak IV Induria North,?????? IV
104333,Monarchak,Village Panchayat,Sepahijala,Kathalia,764398,5,Monarchak V Induria South and East Part of Part of Lalchara,?????? V
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,79187,1,Nidaya I Laltilla West Para Colony Tilla,????? I
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764475,2,Nidaya II Part of Asram Para and North Para,????? II
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764476,3,Nidaya III East Para Kalibari of Bazar Tilla,????? III
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764477,4,Nidaya IV Switch Gate Para Munda Para Chantangbari and Master Para,????? IV
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764478,5,Nidaya V West Part of Mudibari School Para and Madhya Para,????? V
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764479,6,Nidaya VI Gankul Para Kachigang Para Shil Tilla and East Part of Mudi Bari,????? VI
104334,Nidaya,Village Panchayat,Sepahijala,Kathalia,764480,7,Nidaya VII Chandpur Para,????? VII
104335,Nirvoypur,Village Panchayat,Sepahijala,Kathalia,87788,1,Nirvoypur I Nirvoypur North Para and Madhya Para North Part of West Para,????????? I
104335,Nirvoypur,Village Panchayat,Sepahijala,Kathalia,764555,2,Nirvoypur II Baghaichar,????????? II
104335,Nirvoypur,Village Panchayat,Sepahijala,Kathalia,764556,3,Nirvoypur III Jamini Tilla and Lal Tilla,????????? III
104335,Nirvoypur,Village Panchayat,Sepahijala,Kathalia,764557,4,Nirvoypur IV Nirvoypur East Para and Badar Pur,????????? IV
104335,Nirvoypur,Village Panchayat,Sepahijala,Kathalia,764558,5,Nirvoypur V Madhya Para South Part of Nirvoypur West Para,????????? V
104339,North Maheshpur,Village Panchayat,Sepahijala,Kathalia,80225,1,North Maheshpur I Naldepha Colony Landless Colony and Santipara,????? ??????? I
104339,North Maheshpur,Village Panchayat,Sepahijala,Kathalia,764631,2,North Maheshpur II School Tilla Kalibari and Asram Para,????? ??????? II
104339,North Maheshpur,Village Panchayat,Sepahijala,Kathalia,764632,3,North Maheshpur III Sukanta Para and North Part of Part of Madhya Para,????? ??????? III
104339,North Maheshpur,Village Panchayat,Sepahijala,Kathalia,764633,4,North Maheshpur IV Pal Para of Part of Hospital Para,????? ??????? IV
104339,North Maheshpur,Village Panchayat,Sepahijala,Kathalia,764634,5,North Maheshpur V North Maheshpur of School Tilla and Office Tilla,????? ??????? V
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,101581,1,North Paharpur I Barnarayan West Para of Ogaliamura,????? ???????? I
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,764709,2,North Paharpur II Baganbari of Keyajala and Ghosh Para Baidyanath Para of Barmura East Para,????? ???????? II
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,764710,3,North Paharpur III Betachor of Rangamura,????? ???????? III
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,764711,4,North Paharpur IV Thammamura,????? ???????? IV
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,764712,5,North Paharpur V West Part of Barmura West Para and South of Rangamura,????? ???????? V
104340,North Paharpur,Village Panchayat,Sepahijala,Kathalia,764713,6,North Paharpur VI East Part of Baranarayan II Colony Barmura West Para of Keyajala,????? ???????? VI
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,90045,1,Rabindranagar I West Part of Bejimara South,??????????? I
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,764813,2,Rabindranagar II East Part of Bejimara South,??????????? II
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,764814,3,Rabindranagar III East Part of Sanitpally,??????????? III
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,764815,4,Rabindranagar IV West Part of Sanitpally,??????????? IV
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,764816,5,Rabindranagar V West Part of North side of road from Dioscoria Farm to Bangladesh Boarder of part of Rabindranagar Sub Village,??????????? V
104336,Rabindranagar,Village Panchayat,Sepahijala,Kathalia,764817,6,Rabindranagar VI Chandikali Bari,??????????? VI
104337,Sonapur,Village Panchayat,Sepahijala,Kathalia,107629,1,Sonapur I Shingerpara and West Part of Murapara,??????? I
104337,Sonapur,Village Panchayat,Sepahijala,Kathalia,764915,2,Sonapur II Bettarpar and Murapara East Part of Dighirpar,??????? II
104337,Sonapur,Village Panchayat,Sepahijala,Kathalia,764916,3,Sonapur III East Part of Shyamarkona and Sarddarbari,??????? III
104337,Sonapur,Village Panchayat,Sepahijala,Kathalia,764917,4,Sonapur IV Paharpur and West Part of Shyamarkona,??????? IV
104337,Sonapur,Village Panchayat,Sepahijala,Kathalia,764918,5,Sonapur V Surja Nagar of Khash Sonapur and South Part of Murapara,??????? V
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,103934,1,South Maheshpur I Ghosh Para and South Part of Madhya Para,?????? ??????? I
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,764978,2,South Maheshpur II Forest Office Para of North Part of Master Para,?????? ??????? II
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,764979,3,South Maheshpur III Part of Master Para,?????? ??????? III
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,764980,4,South Maheshpur IV BalaramerKhamar Bari and Barbari and Colony Para of South Maheshpur,?????? ??????? IV
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,764981,5,South Maheshpur V Landless Colony of Kaiyatilla,?????? ??????? V
104328,South Maheshpur,Village Panchayat,Sepahijala,Kathalia,764982,6,South Maheshpur VI Refuji Para,?????? ??????? VI
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,98667,1,South Paharpur I West Part of Tetuiyamura,?????? ???????? I
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,765019,2,South Paharpur II North Part of Lemnamura Ludhuamura and East Part Shalkhet of Tetuiyamura,?????? ???????? II
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,765020,3,South Paharpur III Nayatilla of Barkhala,?????? ???????? III
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,765021,4,South Paharpur IV Gowamura and South Part of Lemnamura,?????? ???????? IV
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,765022,5,South Paharpur V South Para of Machima and Paduarpara,?????? ???????? V
104329,South Paharpur,Village Panchayat,Sepahijala,Kathalia,765023,6,South Paharpur VI North Para of Machima,?????? ???????? VI
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,107810,1,Sovapur I West Para of Sovapur West Part of Nama Para and West Part of South side of road passes from Dioscoria Farm to Bangladesh Boarder of Part of Rabindranagar Sub Village,??????? I
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,765133,2,Sovapur II East Para of Palpara Part of Nama Para and East Part of South side of road passes from Dioscoria Farm to Bangladesh Boarder of Part of Rabindranagar Sub Village,??????? II
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,765134,3,Sovapur III Mekli Para and Eastern South Part of Sovapur,??????? III
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,765135,4,Sovapur IV Western North Part of Mag Pukur Para of Sovapur,??????? IV
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,765136,5,Sovapur V Killamura,??????? V
104338,Sovapur,Village Panchayat,Sepahijala,Kathalia,765137,6,Sovapur VI Sahapur,??????? VI
261283,Srimantapur,Village Panchayat,Sepahijala,Kathalia,765163,1,Srimantapur I Srimantapur of Katak Bazar,??????????? I
261283,Srimantapur,Village Panchayat,Sepahijala,Kathalia,765164,2,Srimantapur II North Part of Mura Para of Srimantapur South,??????????? II
261283,Srimantapur,Village Panchayat,Sepahijala,Kathalia,765165,3,Srimantapur III South Part of Rabindranagar Para of Srimantapur South,??????????? III
261283,Srimantapur,Village Panchayat,Sepahijala,Kathalia,765166,4,Srimantapur IV Bhogjor,??????????? IV
261283,Srimantapur,Village Panchayat,Sepahijala,Kathalia,765167,5,Srimantapur V Tangir Ghat,??????????? V
261279,Baniachara,Village Panchayat,Sepahijala,Mohanbhog,761267,1,Baniachara I North Part of Bardhepa Para,????????? I
261279,Baniachara,Village Panchayat,Sepahijala,Mohanbhog,761268,2,Baniachara II Sarkar Para West Part of Kemper Tilla Para and Das Para,????????? II
261279,Baniachara,Village Panchayat,Sepahijala,Mohanbhog,761269,3,Baniachara III Bania Chara Para and East Part of Kemper Tilla Para,????????? III
261279,Baniachara,Village Panchayat,Sepahijala,Mohanbhog,761270,4,Baniachara IV Jharjharia Para and Kukia Chara Para,????????? IV
261279,Baniachara,Village Panchayat,Sepahijala,Mohanbhog,761271,5,Baniachara V Fajaler Rahaman Para,????????? V
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,95001,1,East Chandigarh I Hrishi Para and North Part of Ghila Mura,????? ??????? I
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,761272,2,East Chandigarh II South Part of Ghila Mura,????? ??????? II
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,761273,3,East Chandigarh III 76 Colony Saheber Jum of Kamala Bagan and North Part of Kalapania,????? ??????? III
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,761274,4,East Chandigarh IV South Part of Kalapania and Deb Para,????? ??????? IV
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,761275,5,East Chandigarh V Sarkar Para,????? ??????? V
104387,East Chandigarh,Village Panchayat,Sepahijala,Mohanbhog,761276,6,East Chandigarh VI Baitta Colony of Muslim Para Tribal Para and ONGC Para,????? ??????? VI
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,94396,1,Grantali I North Part of Garur Bandh,???????? I
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,761290,2,Grantali II Middle Part of Garur Bandh,???????? II
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,761291,3,Grantali III Kalamkhet North of Kalamkhet Rasaraj Das Para,???????? III
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,761292,4,Grantali IV Kalamkhet South of Kalamkhet Bimal Sarkar Para,???????? IV
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,761293,5,Grantali V South Part of Kathalia Mura,???????? V
104372,Grantali,Village Panchayat,Sepahijala,Mohanbhog,761294,6,Grantali VI Malin Mohan Das Para of North Part of Kathalia Mura and West Para of Garur Bandh Mahoram Ali Para,???????? VI
261280,Kalamkhet,Village Panchayat,Sepahijala,Mohanbhog,761345,1,Kalamkhet I Kalamkhet West Para,???????? I
261280,Kalamkhet,Village Panchayat,Sepahijala,Mohanbhog,761346,2,Kalamkhet II Kalamkhet East Para,???????? II
261280,Kalamkhet,Village Panchayat,Sepahijala,Mohanbhog,761347,3,Kalamkhet III Kalamkhet South Para and Kalamkhet Khamar,???????? III
261280,Kalamkhet,Village Panchayat,Sepahijala,Mohanbhog,761348,4,Kalamkhet IV Barpathar Para Barpathar East Para and Barpathar West Para,???????? IV
261280,Kalamkhet,Village Panchayat,Sepahijala,Mohanbhog,761349,5,Kalamkhet V North Part of Urmai East Para,???????? V
104375,Kamrangatali,Village Panchayat,Sepahijala,Mohanbhog,101118,1,Kamrangatali I West Para,???????????? I
104375,Kamrangatali,Village Panchayat,Sepahijala,Mohanbhog,761438,2,Kamrangatali II South Para,???????????? II
104375,Kamrangatali,Village Panchayat,Sepahijala,Mohanbhog,761439,3,Kamrangatali III Madhya Para,???????????? III
104375,Kamrangatali,Village Panchayat,Sepahijala,Mohanbhog,761440,4,Kamrangatali IV East Para,???????????? IV
104375,Kamrangatali,Village Panchayat,Sepahijala,Mohanbhog,761441,5,Kamrangatali V East South Para,???????????? V
104381,Mohanbhog,Village Panchayat,Sepahijala,Mohanbhog,108712,1,Mohanbhog I West Mohanbhog of Mohanbhog Bazar Para,??????? I
104381,Mohanbhog,Village Panchayat,Sepahijala,Mohanbhog,761490,2,Mohanbhog II Jirtali Bazar Para,??????? II
104381,Mohanbhog,Village Panchayat,Sepahijala,Mohanbhog,761491,3,Mohanbhog III Mohanbhog Madhya Para,??????? III
104381,Mohanbhog,Village Panchayat,Sepahijala,Mohanbhog,761492,4,Mohanbhog IV Mohanbhog Madhya North Para,??????? IV
104381,Mohanbhog,Village Panchayat,Sepahijala,Mohanbhog,761493,5,Mohanbhog V East Mohanbhog of Mohanbhog East Para,??????? V
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,106185,1,Telkajla I Saheb Ali Para,???????? I
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,761547,2,Telkajla II Madhya Para and Char Para,???????? II
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,761548,3,Telkajla III Panchayat Para and South Part of Bardhepa Para,???????? III
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,761549,4,Telkajla IV Srimati Para,???????? IV
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,761550,5,Telkajla V SC Colony Para and West Para,???????? V
104397,Telkajla,Village Panchayat,Sepahijala,Mohanbhog,761551,6,Telkajla VI Kala Miah Para Ajghar Ali Para and Niyadaniya Mura Para,???????? VI
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,80778,1,Urmai i Prabodh Bhowmiks Para Kalamkhet SC Para and Urmai North Para,?????? I
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,761680,2,Urmai II South Part of Urmai East Para,?????? II
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,761681,3,Urmai III Urmai West Para and Karai Mura,?????? III
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,761682,4,Urmai IV Santi Mura,?????? IV
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,761683,5,Urmai V Bengulia,?????? V
104398,Urmai,Village Panchayat,Sepahijala,Mohanbhog,761684,6,Urmai VI Gabariya Dhepa,?????? VI
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,98476,1,Bagabasa I Tribal Para and Part of West Para Consisting of Kachigang on North and West Side East Nalchar Road on South and Paddy Land Field on East Side,??????? I
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,766602,2,Bagabasa II West Part of South Para and Part of Tribal Para Consisting of PWD Road on North Side Shilghati on South ST para Road on West Side Totabarai on East Side,??????? II
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,766603,3,Bagabasa III Part of West Para Consisting of Laxmandhepa Gram on North Side PWD Road on South East Nalchar Gram on West and Rajibnagar Road on East Side,??????? III
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,766604,4,Bagabasa IV East Part of South Para and Part of Madhya Para Consisting of PWD Road on north Totabari Road on South Craft Village Road on West and Tepania Block on East,??????? IV
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,766605,5,Bagabasa V Part of Madhya Para Consisting of Rajibnagar Gram on North PWD Road on South Rajibnagar Road on West and Rajibnagar Chhara on East Side,??????? V
104364,Bagabasa,Village Panchayat,Sepahijala,Nalchar,766606,6,Bagabasa VI East Para Consisting on Rajibnagar Gram on North Kachigang on South Rajibnagar Chhara on West and East Bagabasa on East Side,??????? VI
104365,Bordwal,Village Panchayat,Sepahijala,Nalchar,89448,1,Bordwal I Munshimura Consisting of House of Jantur Ali on North Side House of Abdul Malek on South Side House of Santosh Debnath on West Side House of Selim Khandakar on East Side,??????? I
104365,Bordwal,Village Panchayat,Sepahijala,Nalchar,766705,2,Bordwal II Bagaiamura and Madhya Para Consisting of Muslem Uddin Maishan House on North Side Rejjak Miah House on South Side Uttam Majumder Bari House on West Side and Atul Das House East Side,??????? II
104365,Bordwal,Village Panchayat,Sepahijala,Nalchar,766706,3,Bordwal III Mulla Para Mannayan Miah House on North Side Muklesur Rahaman House on South Side Uttam Majumder Bari on West Side and Atul Das House on East Side,??????? III
104365,Bordwal,Village Panchayat,Sepahijala,Nalchar,766707,4,Bordwal IV Uthamura and Bariamura Billal iah Kaji on North Side Abdul Khayuer on South Side Abdul Khalek House on West Side Uthamura Masjid on East Side,??????? IV
104365,Bordwal,Village Panchayat,Sepahijala,Nalchar,766708,5,Bordwal V South Majumder Para and Tipramura Para Consisting of Jaynal Miah House on North Side Abdul Rahamana House on South Side Rashid Miah on West Side and Alamgir Majumder on East Side,??????? V
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,117534,1,Chandanmura I Sahebmura Consisting of House o Manurangan Das on North Side Rudrasagar on South Side Niranjan Das House on East Side and Sadhan Das on West Side,????????? I
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,766803,2,Chandanmura II West Para and West Part of Chandanmura Para Consisting of Direndra Barman House on North Side Rabindra Das House on South Side Chandanmura High Scgool Field on East Side and Bimal Das on West Side,????????? II
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,766804,3,Chandanmura III Kachirpar Para Consisting of Tapan Das House on North Side Gopal Chandra Barman on South Side Sudhrr Das Hose on East Side and Tari Bibi House on West Side,????????? III
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,766805,4,Chandanmura IV Battali Madhya Para Consisting of Payari Mohan Das on North Side Gomati River on South Sdie Barun Saha House on East Side Battali SB School on West Side,????????? IV
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,766806,5,Chandanmura V Lengta Dargapara Consisting of Tapan Das House on North Side Ratan Ch Sarkar on South Side Narayan Barman House on East Side Pera Miah house on West Side,????????? V
104367,Chandanmura,Village Panchayat,Sepahijala,Nalchar,766807,6,Chandanmura VI East Para and East Part of Chandanmura Para Consisting of Manik DAs House on North Side Premanada Barman on South Side Mati Lal Das on East Side and Chandanmura High School field on West Side,????????? VI
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,105848,1,Chowmuhani I West Part of West Para and West Part of Fakiramura Consisting of Santosh Debanath House on North Side Sadhan Das on South Taijling Gram on West and West Para of East Part on East Side,??????? I
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,766900,2,Chowmuhani II East Part of West Para and Chowmuhani Para Consisting of Kumariakucha Gram on North Side Madhyapara on South Side West Part of West Para on West and Baniamuara on East Side,??????? II
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,766902,3,Chowmuhani III East Part of Fakiramura Madhya Para and Panchayat Tilla,??????? III
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,766904,4,Chowmuhani IV Kathaliamura Consisting of Fakiramura and Chowmuhani Bazar on North Side Kemtali Gram on South Side Suresh Das House on West and West Nalchar and Kemtali Gram on East Side,??????? IV
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,766906,5,Chowmuhani V South Part of Purba Para,??????? V
104369,Chowmuhani,Village Panchayat,Sepahijala,Nalchar,766908,6,Chowmuhani VI North Part of Purba Para and Baniamura,??????? VI
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,89012,1,East Durlovnarayar I Shikaribari Para comprising of Khas Chowmuhani on North Side Durlovnarayan Bazar on South Side West Durlovnarayan on West Side and Kalibari on East Side,????? ???????????? I
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,766950,2,East Durlovnarayan II Kaillamura Ghosh Para Saha Para of Kabillyadam comprising of Khas Chowmuhani on North Side Chhara on South Side Kalibari on West Side and Bamnimura on East Side,????? ???????????? II
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,766951,3,East Durlovnarayan III Bamnimura comprising of Khas Chowmuhani GP on North Side Rudhijala on South Side Bamnimura AWC on West Side and Kemtali GP on East Side,????? ???????????? III
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,766952,4,East Durlovnarayan IV Kechamura Jayasta Ram Para of Garjan Tilla Part comprising of Kalibarai Road on North Side Garjan Tilla on South Side West Durlovnarayan on West Side and Rudrasagar on East Side,????? ???????????? IV
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,766953,5,East Durlovnarayan V Kata Gang Chowan Basat of Kechamura Part comprising of Jayasta Ram Para on North Side Chandan mura GP on South Side Bordowal GP on West Side and Rudrasagar on East Side,????? ???????????? V
104388,East Durlovnarayan,Village Panchayat,Sepahijala,Nalchar,766954,6,East Durlovnarayan VI Garjan Tilla Part comprising of Jatyasta Ram Para on North side Bordowal GP Main Road East Durlovnarayan Bordowal on West Side and Katagang on East Side,????? ???????????? VI
