Local Body Code,Local Body Name,Local Body Type,"District Level Parent Name
",Intermediate Level Parent Name,Ward Code,Ward Number,"Ward Name (In English)
","Ward Name (In Local)
"
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477972,8,KAVUMTHARA EAST,???????? ???????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477973,9,NADUVANNUR SOUTH,??????????? ??????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477974,10,NADUVANNUR EAST,??????????? ???????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477975,11,ANKAKALARI,????????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477976,12,KARUMBAPOYIL,???????????????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477977,13,MANDHANKAVU,???????????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477978,14,THURUTHIMUKK,??????????????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477979,15,KAVUMTHARAN SOUTH,???????? ??????
221439,NADUVANNUR,Village Panchayat,KOZHIKODE,BALUSSERI,1477980,16,ELANGAMAL,???????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1477997,1,KANNADIPOYIL,??????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1477998,2,KURUMPOYIL,??????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1477999,3,VAYALADA,????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478000,4,THALAYAD,??????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478001,5,PADIKAL VAYAL,????????? ?????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478002,6,MANKAYAM,??????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478003,7,EZHUKANDY,????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478004,8,PALAMTHALA,??????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478005,9,POOVAMBAYI,???????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478006,10,RAROTH MUKKU,???????? ??????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478007,11,CHINDRAMANGALAM,????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478008,12,VATOLY BAZAR,??????? ??????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478009,13,ARAPEEDIKA,?????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478010,14,MUNDAKKARA,?????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478011,15,THIRUVANCHERY POYIL,???????????? ???????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478012,16,KARAYATHODI,????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478013,17,KATTAMVALLY,????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478014,18,NIRMALLOOR,?????????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478015,19,PANANGAD NORTH,???????? ?????????
221440,PANANGAD,Village Panchayat,KOZHIKODE,BALUSSERI,1478016,20,KATTODE,???????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478046,1,KAKKANCHERY,??????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478047,2,KOYAKKAD WEST,???????? ????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478048,3,THERUVATH KADAVU,????????? ????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478049,4,ULLIYERI WEST,????????? ????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478050,5,ORAVIL,???????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478051,6,ULLIYERI NORTH,????????? ?????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478052,7,MAMBOYIL,???????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478053,8,ULLIYERI SOUTH,????????? ??????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478054,9,MUNDOTH,??????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478055,10,NARATH,????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478056,11,KUNNATHARA,?????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478057,12,PUTHANCHERY,???????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478058,13,PUTHOORVATTOM,??????????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478059,14,OLLUR,????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478060,15,OLLUR NORTH,???????? ?????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478061,16,KANAYANKOD,??????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478062,17,ANAVATHIL,?????????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478063,18,KANNOOR,???????
221441,ULIYERI,Village Panchayat,KOZHIKODE,BALUSSERI,1478064,19,MANAD,?????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496303,1,THENAKKUZHI,??????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496304,2,PANAYAMKANDY,?????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496305,3,EKAROOL,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496306,4,MUPPATTAKKARA,????????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496307,5,M M PARAMBA,?? ?? ??????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496308,6,MADATHUM POYIL,??????? ??????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496309,7,KARINKALI,?????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496310,8,ESTATEMUKKU,?????????????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496311,9,POONOOR,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496312,10,CHOYIMADAM,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496313,11,KANTHAPURAM,?????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496314,12,IRUMBOTTUPOYIL,??????????????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496315,13,UNNIKULAM,?????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496316,14,KARUMALA,?????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496317,15,VALLIYOTH,???????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496318,16,NEROTH,????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496319,17,MANGAD,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496320,18,IYYAD,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496321,19,VEERIAMBRAM,???????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496322,20,OTTAKKANDAM,???????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496323,21,KARIYATHANKAVU,???????????????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496324,22,SIVAPURAM,???????
221442,UNNIKULUM,Village Panchayat,KOZHIKODE,BALUSSERI,1496325,23,KAPPURAM,???????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478248,1,ICHANNUR,???????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478249,2,KANDANNUR,???????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478250,3,MARUTHAD,???????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478251,4,AMBALAPPAD,???????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478252,5,IRUVALLUR,???????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478253,6,PERUMBOYIL,?????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478254,7,PALLIPOYIL,????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478255,8,NELLIYATHU THAZHAM,???????????? ????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478256,9,PALATH,???????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478257,10,OOTTUKULAM,?????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478258,11,MAMMILITHAZHAM,?????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478259,12,MUTHUVADUKUNNU,??????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478260,13,KUMARASWAMI,???????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478261,14,KALAMKOLLI THAZHAM,???????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478262,15,ATHIYANATHIL THAZHAM,????????????? ????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478263,16,THACHANKUNNU,?????????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478264,17,CHELANNUR,??????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478265,18,PUTHIYEDATH THAZHAM,??????????? ????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478266,19,OLOPPARA,????????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478267,20,POROTH THAZHAM,???????? ????
221443,CHELANNUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478268,21,CHIRAKKUZHI,?????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478296,1,CHERUKULAM,????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478297,2,BADIROOR,????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478298,3,KOTTUPADAM,????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478299,4,THEKKANNITHAZHAM,?????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478300,5,CHELAPRAM,???????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478301,6,KOTTAKKAL THAZHAM,???????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478302,7,KOODATHUMPOYIL,???????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478303,8,PERINJILAMALA,???????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478304,9,KANNADICHALIL,????????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478305,10,PADINHATTUMMURI,????????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478306,11,KANIYARAKKAL,????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478307,12,VALAPPIL THAZHAM,?????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478308,13,KIZHAKKUMURI,????????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478309,14,KAKKATTUMALA,???????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478310,15,KIRALOOR,?????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478311,16,KAKKODI BAZAR EAST,??????? ?????? ???????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478312,17,KAKKODI,???????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478313,18,MORIKKARA,????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478314,19,MORIKKARA NORTH,???????? ?????????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478315,20,OTTATHENGU SOUTH,???????????? ??????
221444,KAKKODI,Village Panchayat,KOZHIKODE,CHELANNUR,1478316,21,OTTATHENGU,????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478351,1,NADUVALLUR,???????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478352,2,THEERTHANKARA,????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478353,3,RAMALLUR,??????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478354,4,AROLIPOYIL,????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478355,5,KAYALAD,???????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478356,6,KUTTAMBOOR,????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478357,7,KAKKUNNAM CHALIL,????????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478358,8,PUNNASSERI,???????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478359,9,KANDOTHPARA,????????? ???
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478360,10,PUNNUR CHERUPALAM,????????? ????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478361,11,ALAYAD,??????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478362,12,KAKKUR,?????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478363,13,NELLIKKUNNU,??????????????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478364,14,ENTHAD,???????
221445,KAKKUR,Village Panchayat,KOZHIKODE,CHELANNUR,1478365,15,PAVANDOOR,??????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479081,1,KOLATHUR,??????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479082,2,KARIYANIMALA,?????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479083,3,KOLIYOD,????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479084,4,ARAYANAPOYIL,???????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479085,5,THIYYAKKOTH,?????????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479086,6,KUNNATHERU,???????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479087,7,NANMINDA 14,??????? 14
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479088,8,THALI,???
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479089,9,NANMINDA,???????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479090,10,EHZUKULAM,???????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479091,11,NATIONAL,???????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479092,12,NANMINDA 12,??????? 12
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479093,13,NARAKASSERY,??????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479094,14,POOKKUNNU,??????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479095,15,KARINKALIKAVU,?????????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479096,16,MUNNOORKKAYIL,?????????????????
221446,NANMANDA,Village Panchayat,KOZHIKODE,CHELANNUR,1479097,17,CHEEKKILODE,??????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488762,1,KUNDAYI,????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488763,2,PANNIKKOTTOOR,????????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488764,3,MOORKHANKUNDU,???????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488765,4,KARUKULANGARA,???????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488766,5,VATTAPPARAPPOYIL,??????????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488767,6,NARIKKUNI,?????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488768,7,PARANNUR,??????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488769,8,PALOLITHAZHAM,????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488770,9,KALKUDUMBU,????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488771,10,CHENGOTTUPOYIL,?????????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488772,11,NELLIYERITHAZHAM,????????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488773,12,ODUPARA,??????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488774,13,KAVUMPOYIL,????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488775,14,KALATHILPARA,????????????
221447,NARIKUNNI,Village Panchayat,KOZHIKODE,CHELANNUR,1488776,15,KODOLI,??????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479249,1,ANDIKODE,???????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479250,2,MANATHANATH,???????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479251,3,ANNASSERY,??????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479252,4,EDAKKARA,??????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479253,5,KOCHAMVALLI,????????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479254,6,PATTARPALAM,???????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479255,7,PARAPPARA,???????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479256,8,EDAVANAKKUZHI,??????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479257,9,PAVAYIL,????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479258,10,MATHILAKAM,??????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479259,11,PARAMBATH,?????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479260,12,MUKKAMKADAVU,??????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479261,13,PURAKKATTIRI,?????????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479262,14,PALORA,?????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479263,15,POOZHIYIL,?????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479264,16,CHIRAVALAPPIL,????????????
221448,THALAKULATHUR,Village Panchayat,KOZHIKODE,CHELANNUR,1479265,17,PADANNAKKALAM,??????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496552,1,KALLULLATHODE,????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496553,2,AMARAD,??????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496554,3,THAZHVARAM,????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496555,4,CHAMAL,?????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496556,5,PAYONA,????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496557,6,POOLODE,??????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496558,7,CHUNDANKUZHI,????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496559,8,KANNOOTTIPPARA,??????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496560,9,PULLANHIMEDU,??????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496561,10,AMBAYATHODE,????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496562,11,KOLIKKAL,??????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496563,12,VADAKKUMMURI,???????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496564,13,VETTI OZHINJA THOTTAM,??????????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496565,14,CHEMBRAKUNDA,????????????
235965,KATTIPPARA,Village Panchayat,KOZHIKODE,KODUVALLY,1496566,15,KATTIPPARA,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496420,1,ELETTIL,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496421,2,CHALIKODE,?????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496422,3,PONNUMTHORA,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496423,4,VALIYAPARAMBA,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496424,5,AVILORA,??????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496425,6,AVILORA CENTRE,?????? ?????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496426,7,PARAKKUNNU,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496427,8,POOVATHODUKA,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496428,9,KIZHAKKOTH EAST,??????????? ???????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496429,10,KIZHAKKOTH,???????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496430,11,KACHERIMUKKU,?????????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496431,12,KAVILUMMARAM,????????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496432,13,MARIVEETTILTHAZHAM,????????????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496433,14,KANDIYIL,??????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496434,15,PANNOOR,????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496435,16,OZHALAKKUNNU,???????????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496436,17,ELETTIL EAST,?????????? ???????
221449,KIZHAKKOTH,Village Panchayat,KOZHIKODE,KODUVALLY,1496437,18,CHETTAKKADAVU,???????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496616,1,CHIPPILITHODE,??????????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496617,2,NOORAMTHODE,?????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496618,3,CHEMBUKADAVE,??????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496619,4,THUSHARAGIRI,?????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496620,5,MEEMUTTY,????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496621,6,NELLIPPOYIL,???????????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496622,7,KOOROTTUPARA,???????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496623,8,MANJUVAYAL,??????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496624,9,VALIYAKOLLY,???.??????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496625,10,KODENCHERY SOUTH,????????? ??????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496626,11,MURAMBATHY,???????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496627,12,VELAMCODE,????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496628,13,MYKKAVU,????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496629,14,KARIMBALAKKUNNU,????????????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496630,15,KANJIRAD,??????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496631,16,NIRANNAPARA,?????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496632,17,KODENCHERY NORTH,????????? ?????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496633,18,THEYYAPPARA,??????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496634,19,KANNOTH SOUTH,????????? ??????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496635,20,KANNOTH NORTH,????????? ?????????
221463,KODENCHERI,Village Panchayat,KOZHIKODE,KODUVALLY,1496636,21,KALAPPURAM,????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507381,1,KARIMKUTTI,???????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507382,2,KULIRAMUTTI,????????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507383,3,POOVARAMTHOD,??????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507384,4,MANHAKKADAV,??????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507385,5,KAKKADAMPOYIL,??????????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507386,6,PEEDIKAPPARA,??????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507387,7,KOOMBARA,???????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507388,8,MARANCHATTI,??????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507389,9,ANAYOD,??????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507390,10,PANAKKACHAL,????????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507391,11,VEETTIPPARA,???????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507392,12,KOODARANHI TOWN,???????? ?????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507393,13,PATTOTH,?????????
221451,KOODARANJI,Village Panchayat,KOZHIKODE,KODUVALLY,1507394,14,THAZHE KOODARANHI,???? ????????
